clusters;service;desiredCount;taskDefinition;CPU;Memory;scaling_min;scaling_max
arn:aws:ecs:us-east-1:235351028875:cluster/default;minimal-nginx-test-fargate-service-lfe55uv9;1;arn:aws:ecs:us-east-1:235351028875:task-definition/minimal-nginx-test-fargate:2;0;;nginx:latest
